,Genotype,Num_ID,Isolate,Tray,Time,Image,Lesion.0.m.cx,Lesion.0.m.cy,Lesion.0.m.majoraxis,Lesion.0.m.eccentricity,Lesion.0.m.theta,Lesion.0.s.area,Lesion.0.s.perimeter,Lesion.0.s.radius.mean,Lesion.0.s.radius.sd,Lesion.0.s.radius.min,Lesion.0.s.radius.max,Lesion.red.m.cx,Lesion.red.m.cy,Lesion.red.m.majoraxis,Lesion.red.m.eccentricity,Lesion.red.m.theta,Lesion.grn.m.cx,Lesion.grn.m.cy,Lesion.grn.m.majoraxis,Lesion.grn.m.eccentricity,Lesion.grn.m.theta,Lesion.blu.m.cx,Lesion.blu.m.cy,Lesion.blu.m.majoraxis,Lesion.blu.m.eccentricity,Lesion.blu.m.theta,Lesion.redgrn.m.cx,Lesion.redgrn.m.cy,Lesion.redgrn.m.majoraxis,Lesion.redgrn.m.eccentricity,Lesion.redgrn.m.theta,Lesion.redblu.m.cx,Lesion.redblu.m.cy,Lesion.redblu.m.majoraxis,Lesion.redblu.m.eccentricity,Lesion.redblu.m.theta,Lesion.grnblu.m.cx,Lesion.grnblu.m.cy,Lesion.grnblu.m.majoraxis,Lesion.grnblu.m.eccentricity,Lesion.grnblu.m.theta,Lesion.Bred.m.cx,Lesion.Bred.m.cy,Lesion.Bred.m.majoraxis,Lesion.Bred.m.eccentricity,Lesion.Bred.m.theta,Lesion.Bgrn.m.cx,Lesion.Bgrn.m.cy,Lesion.Bgrn.m.majoraxis,Lesion.Bgrn.m.eccentricity,Lesion.Bgrn.m.theta,Lesion.Bblu.m.cx,Lesion.Bblu.m.cy,Lesion.Bblu.m.majoraxis,Lesion.Bblu.m.eccentricity,Lesion.Bblu.m.theta,Lesion.Bredgrn.m.cx,Lesion.Bredgrn.m.cy,Lesion.Bredgrn.m.majoraxis,Lesion.Bredgrn.m.eccentricity,Lesion.Bredgrn.m.theta,Lesion.Bredblu.m.cx,Lesion.Bredblu.m.cy,Lesion.Bredblu.m.majoraxis,Lesion.Bredblu.m.eccentricity,Lesion.Bredblu.m.theta,Lesion.Bgrnblu.m.cx,Lesion.Bgrnblu.m.cy,Lesion.Bgrnblu.m.majoraxis,Lesion.Bgrnblu.m.eccentricity,Lesion.Bgrnblu.m.theta,Leaf.0.m.cx,Leaf.0.m.cy,Leaf.0.m.majoraxis,Leaf.0.m.eccentricity,Leaf.0.m.theta,Leaf.0.s.area,Leaf.0.s.perimeter,Leaf.0.s.radius.mean,Leaf.0.s.radius.sd,Leaf.0.s.radius.min,Leaf.0.s.radius.max,Leaf.red.m.cx,Leaf.red.m.cy,Leaf.red.m.majoraxis,Leaf.red.m.eccentricity,Leaf.red.m.theta,Leaf.grn.m.cx,Leaf.grn.m.cy,Leaf.grn.m.majoraxis,Leaf.grn.m.eccentricity,Leaf.grn.m.theta,Leaf.blu.m.cx,Leaf.blu.m.cy,Leaf.blu.m.majoraxis,Leaf.blu.m.eccentricity,Leaf.blu.m.theta,Leaf.redgrn.m.cx,Leaf.redgrn.m.cy,Leaf.redgrn.m.majoraxis,Leaf.redgrn.m.eccentricity,Leaf.redgrn.m.theta,Leaf.redblu.m.cx,Leaf.redblu.m.cy,Leaf.redblu.m.majoraxis,Leaf.redblu.m.eccentricity,Leaf.redblu.m.theta,Leaf.grnblu.m.cx,Leaf.grnblu.m.cy,Leaf.grnblu.m.majoraxis,Leaf.grnblu.m.eccentricity,Leaf.grnblu.m.theta,Leaf.Bred.m.cx,Leaf.Bred.m.cy,Leaf.Bred.m.majoraxis,Leaf.Bred.m.eccentricity,Leaf.Bred.m.theta,Leaf.Bgrn.m.cx,Leaf.Bgrn.m.cy,Leaf.Bgrn.m.majoraxis,Leaf.Bgrn.m.eccentricity,Leaf.Bgrn.m.theta,Leaf.Bblu.m.cx,Leaf.Bblu.m.cy,Leaf.Bblu.m.majoraxis,Leaf.Bblu.m.eccentricity,Leaf.Bblu.m.theta,Leaf.Bredgrn.m.cx,Leaf.Bredgrn.m.cy,Leaf.Bredgrn.m.majoraxis,Leaf.Bredgrn.m.eccentricity,Leaf.Bredgrn.m.theta,Leaf.Bredblu.m.cx,Leaf.Bredblu.m.cy,Leaf.Bredblu.m.majoraxis,Leaf.Bredblu.m.eccentricity,Leaf.Bredblu.m.theta,Leaf.Bgrnblu.m.cx,Leaf.Bgrnblu.m.cy,Leaf.Bgrnblu.m.majoraxis,Leaf.Bgrnblu.m.eccentricity,Leaf.Bgrnblu.m.theta,Lesion.Size,Leaf.Size,Lesion.Prop,Leaf.Grn,Leaf.Ylw,Lesion.Grn,Lesion.Ylw,Area.cm,Area.mm,Botrydial_HL,X0,AT1G22410,AT1G22410.1,AT4G39980,AT4G33510,AT5G66120,AT1G48860.CIS2,AT1G48860.CIS1,AT1G48850
13,1.14.1,20,Molly,T1,96,IMG_9527_T1_C_OG.jpg,3318.953846,672.5266272,34.80754468,0.441809039,-0.750278469,845,92,16.04675351,1.121484468,13.69443145,17.99379291,3319.135273,672.6416077,34.45728202,0.433287223,-0.828866098,3319.288679,672.3768386,34.90355536,0.423436533,-0.83642288,3319.247219,672.7605178,34.08242034,0.422055951,-1.002939553,3321.328935,672.5776292,36.89528321,0.625127999,-1.473429031,3319.218576,671.4996386,36.51535797,0.570310559,-0.447503745,3322.942643,668.24672,37.74340918,0.575559303,0.325632652,3319.447282,672.5511085,34.65644813,0.482271068,-1.03750586,3319.873673,671.9147776,35.15548222,0.450623477,-1.162834693,3319.77281,672.7121891,35.51124426,0.603523114,-1.471193513,3324.679212,669.493802,44.36296326,0,1.497765032,3321.372707,668.5434846,45.78176681,0.985373236,-0.27738551,3288.178766,702.8364241,21.15587394,0,0.851099198,3264.634575,667.6019141,310.1590879,0.934941925,-0.014485756,26331,735,101.0526226,35.56313076,44.56336809,161.7513836,3262.430294,668.2628474,309.485644,0.939910664,-0.009511941,3262.934012,667.9469483,308.9447684,0.938282417,-0.012551733,3257.322141,669.3666757,316.7877183,0.945604171,-0.002141265,3245.300381,674.3686149,340.0188351,0.954284938,-0.004660442,3392.394874,624.0416764,272.0663273,0,1.061349548,3254.165548,670.7149896,255.2214647,0.959851078,0.015669797,3260.945023,669.338466,304.4689564,0.948156324,-0.013975385,3261.093052,669.0800333,305.320111,0.943657937,-0.016647478,3249.424183,675.1290829,289.3150039,0.981003849,0.035772843,3253.995669,671.3588347,270.1051836,0.97924515,-0.067992507,3455.920135,591.3261883,226.3122346,0,1.27545839,3252.238921,669.6578904,308.0561166,0.970545295,0.006426424,845,26331,0.032091451,24105,1306,64,437,3.696429775,36.96429775,1,NA,0,1,0,0,0,0,0,0
14,1.14.1,49,1.04.17,T5,72,T5_IMG_9521_C.jpg,3027.825722,1094.66356,43.50598795,0.686111056,-0.263161388,1073,111,18.13183224,2.247723097,13.88838015,21.91783766,3028.32657,1094.962375,43.10843103,0.685802133,-0.265495076,3027.801668,1094.919995,44.41070104,0.692710465,-0.262440993,3028.58457,1095.622639,43.59086036,0.683877421,-0.258163407,3030.057703,1098.433535,45.95442116,0.740294027,-0.295036462,3029.531261,1094.202997,42.73673983,0.767363423,-0.367707366,3025.053204,1095.039582,53.72963171,0.792185821,-0.303689575,3028.716547,1094.962778,42.92399237,0.686948219,-0.248220234,3027.904871,1094.946839,45.67850048,0.690686821,-0.267205501,3029.532096,1096.355064,44.83637725,0.658160751,-0.244042343,3033.974667,1098.193741,47.89215594,0.635620858,-0.292973947,3028.638979,1089.667441,40.92926484,0,-0.367261093,3009.801172,1084.817283,81.49189739,0,-0.731357077,3050.616816,1075.059038,286.1273825,0.906458547,0.103521034,26593,669,97.87403546,30.12073321,49.88426631,152.2856963,3052.276258,1076.47742,279.0253219,0.902734045,0.095061932,3051.53515,1075.894656,280.8052164,0.904260729,0.098142367,3053.765188,1077.247806,285.7557715,0.907037094,0.084916239,3051.828428,1095.531235,244.233,0.881674811,-0.043680852,3112.28301,1108.440161,117.368986,0,-1.094650194,3059.333133,1078.68124,237.5807279,0.882902071,0.057834141,3052.883947,1076.51214,279.1736129,0.900856592,0.096194403,3051.97662,1075.971102,281.6010247,0.902231159,0.099093368,3054.244572,1077.726067,275.2092684,0.910500528,0.076978975,3046.084376,1106.938251,214.6489507,0,-0.107139247,3193.884201,1129.867741,0,0,-1.254547828,3063.378061,1078.49063,210.1090711,0.870768751,0.058721934,1073,26593,0.040348964,23559,1956,245,461,3.73321017,37.3321017,0,NA,0,1,0,0,0,0,0,0
15,1.14.1,41,BMM,T4,72,T4_IMG_9526_C.jpg,3195.543675,963.7861446,35.47197035,0.735675817,0.732024287,664,88,14.37521295,2.152969432,11.10752295,19.06364395,3195.746839,964.0843288,35.46893131,0.729480187,0.731969342,3195.796157,964.203779,36.11185047,0.730524713,0.743844122,3195.714986,964.4325691,35.19642505,0.729461435,0.751428584,3197.134232,966.9995652,37.52618905,0.709751819,0.728384774,3196.518972,963.7898535,36.13134561,0.710576719,0.683629127,3198.272168,965.523414,40.23571587,0.663418195,0.802646314,3195.994652,964.0068316,34.77337491,0.703239357,0.76774743,3195.990866,964.2824919,36.65589192,0.700666193,0.819503387,3195.801663,964.3859793,33.91292293,0.677466802,0.876919618,3234.770178,982.5326267,98.2081459,0,-1.232429246,3199.910458,963.4911092,36.17187053,0.676931781,0.742231238,3126.885507,918.2067995,0,0,-0.957425661,3180.543764,963.0896091,387.9318774,0.975148132,0.074053137,22587,887,116.0703818,53.5978921,28.85672087,211.6463757,3177.318066,962.5467878,375.9014131,0.975557401,0.069099646,3178.976758,962.6930649,377.5729149,0.975358174,0.072047365,3170.895461,963.0208413,392.8629512,0.977437094,0.06203371,3163.642899,962.1248064,288.4724514,0.970686398,0.067318397,3144.718898,955.9164956,103.7253093,0,-0.820472603,3178.916252,960.5955497,292.0072024,0.973396943,0.05413362,3172.793676,963.339774,370.0332727,0.977751807,0.061844507,3175.622771,963.5902289,375.6250221,0.976964222,0.068167799,3160.976488,965.6441728,346.9052493,0.989726641,0.079847264,3131.043792,960.2183612,101.594113,0,0.191141156,3169.644086,952.1259095,108.2738077,0,-0.682336653,3193.278073,958.1550276,299.9180734,0.976816712,0.035264081,664,22587,0.029397441,16372,5551,0,447,3.170835112,31.70835112,0,NA,0,1,0,0,0,0,0,0
16,1.14.1,48,BMM,T3,72,T3_IMG_9525_C.jpg,1248.262626,1243.24018,36.16455481,0.44132581,0.967240848,891,100,16.56424207,1.699142293,14.02136941,20.11762411,1248.023116,1243.446821,35.58625121,0.443750898,1.045672954,1248.108428,1243.394951,36.47927721,0.452352325,1.046514117,1247.78551,1243.844954,36.2740237,0.50930894,1.187591954,1246.695694,1245.168728,35.81203555,0.606458808,1.341233874,1248.819725,1240.392985,37.62633289,0.661239766,0.213647691,1248.553051,1240.2556,42.54608917,0.619217276,0.277377182,1247.898296,1243.763418,35.0805528,0.444211772,1.226167138,1248.012942,1243.627423,37.00059911,0.456843415,1.219119378,1247.489642,1244.542816,37.69914531,0.600965371,1.416472216,1246.319569,1246.892882,36.78503129,0.714605073,-1.543703178,1250.431948,1237.102807,43.41542008,0,0.079157329,1228.1629,1356.49557,0,0,0.198899073,1297.559451,1229.406828,309.3449819,0.945259121,0.041105154,23902,692,96.94985871,36.46817701,42.59134178,159.4003553,1300.959552,1230.017424,308.1647523,0.950091832,0.032780056,1300.20406,1229.826776,308.2238274,0.948956065,0.036811621,1303.060814,1230.963213,313.1255099,0.953539022,0.023402941,1335.770936,1229.943375,305.9265751,0.968255749,-0.015551944,1465.702624,1267.793974,0,0,-1.245347217,1313.733806,1232.970279,281.318141,0.970040774,0.009477537,1302.665964,1229.991172,310.4964114,0.950780448,0.029020976,1301.632462,1229.805204,311.3000653,0.949252988,0.033957844,1304.448341,1231.007168,302.0048736,0.960219525,0.01531118,1336.828419,1233.433088,287.6191604,0,-0.020337539,17755.67001,4022.467298,0,0,-1.401940074,1322.338295,1232.92667,272.2733489,0.989629853,-0.021528523,891,23902,0.037277215,22208,803,171,393,3.355439006,33.55439006,0,NA,0,1,0,0,0,0,0,0
17,1.14.1,48,1.04.17,T2,72,T2_IMG_9520_C.jpg,3451.428832,1189.467153,28.03023813,0.44284717,1.302217313,548,80,12.76758849,0.888342817,10.69986127,14.89419455,3451.556548,1189.591098,27.88419806,0.45565617,1.308842523,3451.618564,1189.891994,28.31893945,0.4541724,1.298941241,3451.801914,1190.17136,28.29124669,0.496620961,1.391672837,3452.700067,1193.364264,27.90911991,0.547267387,1.50810089,3452.226233,1188.907792,25.77913009,0.379587754,0.752324385,3485.505512,1237.905782,40.21947143,0,-0.588510546,3452.033475,1190.484769,27.20549709,0.464860669,1.34482512,3452.385452,1191.870638,26.7583364,0.36584352,1.405339105,3453.33785,1193.177357,26.12214888,0.594811692,-1.330543712,3486.186698,1289.752874,0,0,-0.337989544,3455.74633,1191.645423,19.16646949,0,-0.337445788,3446.300079,1180.484504,25.25083307,0,-0.65344549,3408.175329,1159.345945,297.7144611,0.927063754,0.06262773,23761,756,101.3381418,38.55619796,43.71531077,175.6106408,3404.238439,1159.086172,299.8727554,0.93183201,0.075623114,3405.396217,1159.192401,297.6706075,0.930266047,0.069329207,3401.938135,1158.922596,307.777279,0.934769798,0.082687166,3345.969354,1154.060419,324.1296689,0.960939232,0.130581853,3170.30681,1149.667431,0,0,1.538884695,3398.976576,1159.754981,206.6761326,0.901962736,0.136822389,3399.657469,1158.817028,308.7156912,0.939536773,0.08485423,3401.474249,1158.997671,306.5947835,0.936825318,0.075439084,3398.873594,1159.144903,303.756327,0.943614984,0.099881368,3354.480259,1153.496933,355.7631819,0.974678329,0.12001079,1723.262931,1027.977519,0,0,-1.50900825,3389.369311,1159.137176,224.6647444,0.957707047,0.162595811,548,23761,0.023063002,21713,1481,54,229,3.335644977,33.35644977,0,NA,0,1,0,0,0,0,0,0
18,1.14.1,60,1.04.04,T6,72,T6_IMG_9522_C.jpg,3060.105207,1269.701382,37.80093132,0.52770155,-0.745883858,941,107,16.81573746,1.49595251,12.37998901,19.80919773,3060.075634,1269.900223,38.44244346,0.561753385,-0.710998775,3060.129972,1269.811018,39.23784532,0.558006224,-0.730472941,3061.028111,1269.758389,38.7283793,0.55880419,-0.754284705,3059.309774,1272.098622,49.81359492,0.757463204,-0.608481917,3058.000142,1270.63051,38.82518286,0.636737898,-0.660990098,3056.876082,1270.627549,49.31160402,0.674696959,-0.74517187,3060.471243,1269.771471,39.22509256,0.592695506,-0.732904758,3060.524421,1269.673915,40.99490999,0.573426009,-0.772430482,3062.208202,1269.966011,39.12033763,0.513916891,-0.732697348,3072.844263,1268.850169,69.36818091,0.955975715,-1.103112572,3054.315299,1269.444058,42.95980523,0,-0.92170208,3126.254464,1283.778261,0,0,-1.54496732,3073.35369,1300.515671,337.3720022,0.953890777,0.049395122,26003,788,108.1170525,42.87167329,46.46078531,186.7912269,3078.942813,1299.343154,326.2239633,0.953625183,0.056962347,3076.478418,1299.992042,329.0591744,0.953988862,0.053086147,3082.152229,1300.553436,341.8167396,0.958220261,0.05258053,3086.036457,1290.424729,269.2167702,0.956257029,0.107104572,3180.335957,1276.502106,69.20737834,0,1.352571243,3093.501476,1295.533373,237.4954498,0.940249877,0.141803362,3080.443443,1298.971739,326.8600074,0.954194081,0.059347818,3077.52188,1299.751989,330.5264306,0.954272992,0.054433394,3084.06838,1299.059135,322.8155344,0.961181541,0.056229542,3083.703646,1292.839972,264.7307109,0.972899392,0.084290999,3356.453726,1239.981396,0,0,1.383929918,3106.955081,1293.559374,179.2096213,0.98376018,0.350308678,941,26003,0.036188132,19779,5281,16,573,3.650384088,36.50384088,1,NA,0,1,0,0,0,0,0,0
19,1.14.1,23,Molly,T5,96,IMG_9531_T5_C_OG.jpg,2985.8812,628.7023882,60.27288141,0.798020777,0.58659094,1633,149,23.16568866,5.06688136,14.24285049,33.92084744,2984.632039,627.8869877,61.9115222,0.813384017,0.579032633,2984.905265,627.975787,62.45341013,0.808505344,0.577238027,2984.765572,628.0041881,62.81428827,0.817077596,0.576369963,2977.260526,622.8255335,62.80378204,0.824574907,0.527413559,2986.93301,629.0358365,54.26729962,0.725421278,0.609532242,2986.182614,627.4473741,63.7446141,0.715810159,0.566478315,2984.155343,627.8387005,62.83232428,0.813911112,0.602298174,2984.673099,627.7555707,63.74160196,0.802036683,0.589938746,2984.530442,627.5917281,65.25842501,0.814307116,0.622329881,2973.93695,620.8442207,62.99449722,0.770980092,0.716196109,2991.175197,639.566057,37.12671112,0,-0.552371827,2999.966422,646.7462995,90.90626714,0,-0.627365448,3021.408224,628.5751211,326.7985763,0.96815582,-0.07070958,20234,751,99.63437387,42.20547343,39.70978034,174.1932474,3016.028637,627.9409652,323.46212,0.970251037,-0.064830457,3017.648544,628.2145152,323.2254901,0.969398816,-0.067854379,3019.540444,627.5319481,337.331946,0.970874932,-0.061716982,2982.330999,627.6516409,278.6557345,0.972795542,-0.056727116,2990.113909,625.8509147,253.3484003,0.974491392,-0.077334361,2999.653971,628.270189,268.4368853,0.965025973,-0.07826059,3012.990672,627.3262706,316.4447506,0.97217285,-0.063195553,3015.113711,627.8817791,317.7102643,0.970434561,-0.068898595,3009.192514,627.0052731,312.8192887,0.973475758,-0.050170941,2970.223826,628.716163,215.1563216,0.960353572,-0.048481863,3009.815343,621.096383,322.9759319,0.997440762,-0.050453633,3012.894259,624.6882123,311.2767845,0.983261056,-0.073336945,1633,20234,0.080705743,8707,9055,0,545,2.840513466,28.40513466,1,NA,0,1,0,0,0,0,0,0
20,1.14.1,82,1.02.01,T3,96,IMG_9529_T3_C_OG.jpg,3389.663498,1886.589354,30.48564712,0.678164881,0.472610302,526,77,12.56224533,1.712536713,8.539294349,15.68347844,3390.03572,1886.699648,30.05975231,0.667434264,0.455584959,3389.816379,1886.607299,30.59105808,0.67345,0.472095264,3390.577093,1886.380264,29.58992478,0.657279081,0.462169437,3392.723254,1887.132993,27.74797957,0.496252962,0.410191084,3389.034949,1888.843523,28.96132915,0.723474101,0.488525716,3387.862397,1888.532861,34.08340235,0.783767736,0.634868334,3390.682886,1886.345717,29.61105064,0.654361894,0.486064264,3390.262349,1886.047409,30.96583386,0.667953113,0.50299029,3391.343903,1885.978744,30.13633557,0.705533964,0.547910756,3399.449553,1880.967194,32.40126354,0,0.955898883,3389.274059,1889.800726,18.1716748,0,1.231960546,3386.500374,1891.150845,35.64632692,0,0.124131339,3348.157995,1901.657763,322.6368645,0.960781046,0.283709277,21602,745,101.037668,41.31984448,41.84690499,181.7580691,3346.624636,1900.505979,321.8535176,0.96366635,0.279295479,3347.825354,1901.156933,320.1006344,0.962621847,0.281333963,3340.18631,1898.443786,333.6565114,0.965854664,0.274689017,3337.380805,1898.694877,302.9728483,0.965087585,0.28450056,3223.126193,1804.290122,0,0,-0.830859748,3351.617288,1897.526546,270.1775806,0.984703919,0.258922384,3341.589247,1898.422103,326.2771916,0.967031522,0.277213302,3343.665763,1899.44916,324.8996399,0.965283356,0.280468546,3334.387507,1895.46793,319.4219775,0.96972772,0.261996115,3347.747422,1908.379493,229.4736783,0.938565965,0.194244792,3129.616078,1634.158282,0,0,-0.631675345,3354.348561,1894.820244,301.3688676,0,0.27519173,526,21602,0.024349597,17873,2935,17,196,3.032557669,30.32557669,0,NA,0,1,0,0,0,0,0,0
21,1.14.1,39,BMM,T2,72,T2_IMG_9520_C.jpg,3439.106968,882.3925417,40.98052292,0.60936335,-0.268333071,1019,111,17.73263061,2.351342959,13.77482191,22.63732364,3439.285495,882.5916411,41.4237753,0.61800801,-0.271611616,3439.340721,882.5353713,42.13440772,0.618166562,-0.271405873,3439.283362,883.1083947,41.21265302,0.612676215,-0.303558802,3440.642021,883.8729572,46.57258056,0.680958518,-0.3123827,3438.264007,869.6396203,43.53639645,0,-0.008899397,3440.595147,857.331878,57.34260575,0,0.080233388,3439.559547,882.7742787,40.90390408,0.600649461,-0.312265739,3439.568525,882.6780568,42.63101269,0.59671582,-0.310460684,3438.974917,883.7787551,41.07844439,0.583675905,-0.544562633,3443.545002,885.9360396,47.39289729,0.728873556,-0.795687596,3432.742366,904.5206516,0,0,0.232399123,3433.802361,896.9872811,0,0,0.613770409,3398.714847,901.9098176,257.056884,0.88893477,-0.173191985,23142,698,95.27226283,28.72496129,56.65847553,150.5962915,3402.393316,901.1606013,251.9559995,0.893839378,-0.172384468,3401.148981,901.4764928,252.4626347,0.891714553,-0.172060451,3398.321904,902.3414911,258.7399922,0.899916545,-0.173007517,3418.712252,898.8140918,215.2968791,0.90774921,-0.160980694,3416.599828,897.6133763,227.3517672,0.887194233,-0.177914679,3410.193364,898.9165711,233.3552843,0.873520737,-0.169542017,3400.70464,901.4791878,251.423546,0.898479076,-0.168334148,3399.385104,901.8066158,253.1785404,0.895614824,-0.16985686,3395.326371,902.9016556,244.9890981,0.904249295,-0.161856822,3415.936237,901.6668117,195.6159913,0.917122784,-0.11362401,3428.595091,892.1721269,231.3930397,0.905710936,-0.197291062,3420.055296,894.2023105,246.9046666,0.902583369,-0.198346961,1019,23142,0.044032495,10082,12041,6,528,3.248747782,32.48747782,0,NA,0,1,0,0,0,0,0,0
22,1.14.1,30,T7,T5,72,T5_IMG_9521_C.jpg,3197,313,5.656854249,0,0,25,16,2.32514077,0.306137877,2,2.828427125,3197.004314,313.0054496,5.662766054,0.045223994,-1.395290989,3197.005292,313.0074972,5.664439916,0.052498559,1.415924832,3197.003167,313.0014075,5.667573908,0.077375872,-0.829702736,3197.043332,313.0590477,5.711537402,0.140547359,-1.551549846,3196.997341,313.0145382,5.710867892,0.196735879,0.849141886,3197.003408,313.0258725,5.725175332,0.21366919,0.878488623,3197.037379,313.0213644,5.715458507,0.126598929,-1.367183104,3197.026513,313.041387,5.731399921,0.15432443,1.30905965,3197.102575,312.9983162,5.742293353,0.200396778,-0.780860635,3197.325373,313.3271794,6.159487144,0.405852703,-1.402197217,3195.961705,313.1810396,6.109559022,0.923399739,1.180071173,3195.60056,313.4283061,6.560542485,0,1.137179826,3213.920924,309.7449378,369.2777245,0.956162115,-0.138748475,30224,851,120.0641277,49.36793397,46.80126354,211.5529672,3215.561858,308.7387547,365.4644119,0.957274111,-0.136544318,3214.501923,309.3341709,365.822599,0.956910871,-0.139416861,3216.538554,305.0653939,357.4032998,0.952014721,-0.118571285,3226.007146,306.5676487,332.9824441,0.950984135,-0.117902192,3218.712903,326.1039492,421.9266767,0,-0.193406816,3198.320559,328.7147471,389.0012215,0,-0.184151255,3213.110252,308.7472809,365.2423016,0.958326162,-0.142085475,3212.513087,309.4634077,367.6109966,0.958198235,-0.145830694,3209.149324,304.045257,344.3886174,0.951832865,-0.118750414,3217.688605,299.3952563,280.4710631,0.967073614,-0.066084032,3240.138395,323.2244322,467.720718,0,-0.213550026,3222.206301,326.2485833,455.7758841,0,-0.21896286,25,30224,0.000827157,8132,18983,0,25,4.242941533,42.42941533,1,NA,0,1,0,0,0,0,0,0
23,1.14.1,20,Molly,T6,72,T6_IMG_9522_C.jpg,3071.243722,522.9305761,35.94565936,0.728195558,-0.543261194,677,91,14.42482341,2.329787819,9.085785791,18.76054628,3071.425131,523.1856894,35.49592042,0.7308792,-0.560676192,3071.454457,523.1523573,36.39249882,0.736604333,-0.566458811,3071.528293,523.6774346,36.1858872,0.755459765,-0.627632672,3073.081529,525.7536161,35.97118959,0.836714753,-0.732321935,3072.721595,522.8129908,33.97093538,0.752342046,-0.467367686,3075.333384,523.6319369,42.01444236,0.857162389,-0.682177202,3071.753483,523.3482073,36.38742209,0.77337582,-0.641346553,3072.06801,523.3495219,38.19425282,0.782103014,-0.652931051,3072.455215,524.0156738,40.5741021,0.870357554,-0.807907471,3074.907986,527.0307031,45.04094411,0,-0.860081622,3074.784446,520.8292545,36.39555216,0.900500069,-0.650362968,2997.211559,523.1957736,0,0,1.496990617,3089.618209,544.1654884,324.8757179,0.948580692,0.201845896,25603,761,104.3748151,39.60942769,46.01751234,176.8054095,3093.966763,544.5601655,322.826182,0.95164979,0.202148899,3092.408279,544.4938056,322.3765913,0.95053089,0.201323566,3094.501989,545.2010409,326.6422019,0.95278019,0.198910881,3107.147153,550.0756936,362.2128746,0.967927253,0.162698528,2946.787555,529.1168983,190.0692241,0,-1.546295191,3122.863865,549.2316581,244.9970782,0.960045729,0.1963758,3093.921043,544.5283825,314.7287597,0.95374834,0.196337848,3092.25517,544.786765,316.6570529,0.951294254,0.195215853,3090.824836,548.5526386,286.1090041,0.966264508,0.16587279,3016.264749,535.0375648,110.8050902,0,-1.127817595,2901.655135,510.4999745,200.4316623,0,-1.40129488,3146.048572,549.3642083,248.300701,0.981059539,0.307029385,677,25603,0.026442214,23746,1180,92,363,3.594230812,35.94230812,1,NA,0,1,0,0,0,0,0,0
24,1.14.1,59,1.04.04,T5,72,T5_IMG_9521_C.jpg,3008.317416,1343.055618,55.72033773,0.675390877,-0.080485878,1780,144,23.50487432,2.918551226,19.2157747,29.28042383,3008.088445,1342.567018,57.11082127,0.687041016,-0.078952667,3008.130481,1342.503506,57.81554436,0.685115156,-0.074175015,3009.129297,1342.024877,55.82814981,0.669179842,-0.046524069,3005.905903,1338.432379,69.22673146,0.786263344,-0.080971185,3001.257733,1345.739066,60.25952485,0.74196085,-0.020171151,2988.766533,1345.391667,62.89074113,0.260072345,0.199177417,3007.786892,1342.778662,58.09110232,0.66336412,-0.064524895,3007.972647,1342.614039,58.99428573,0.659273799,-0.056158707,3009.615218,1341.72929,57.03231354,0.679573881,0.026670616,3003.216878,1337.759132,78.18920489,0.731143932,0.06912287,2990.425956,1356.899087,51.57349386,0,0.884421813,3058.417737,1316.314571,0,0,1.044925811,3026.569523,1316.701841,414.8102753,0.964783639,0.12888349,34485,910,127.0432783,53.3631554,53.47955314,225.2403185,3031.890159,1318.343999,405.9603444,0.967310609,0.120201108,3029.923216,1317.756118,408.9973136,0.967271716,0.122460556,3033.632145,1317.534917,409.8371302,0.965305225,0.128470572,3031.793526,1320.114534,355.0284887,0.951327096,0.123501033,2300.251713,1176.580347,367.2597071,0,-1.386719673,3055.347191,1322.773421,329.412317,0.992906192,0.049937864,3032.566019,1318.50288,406.6890112,0.968139677,0.117242673,3030.659138,1317.968309,410.5416441,0.968047293,0.119658555,3031.619454,1316.361107,393.8225639,0.963907561,0.136851716,3030.63928,1318.656275,356.626918,0.950388243,0.133644652,2704.33125,1271.331358,283.2524812,0,-1.471633298,3066.350471,1323.860934,315.3512103,0,0.001518236,1780,34485,0.051616645,26542,4135,18,1328,4.841114306,48.41114306,1,NA,0,1,0,0,0,0,0,0
